A[32]          B[32]         C
-2111736682    -670805822    0
-2111736682    -2111736682    1
-297056071    2023969874    0
-297056071    -297056071    1
385690352    -896112795    0
385690352    385690352    1
-2144782420    1994097947    0
-2144782420    -2144782420    1
1304521936    257498186    0
1304521936    1304521936    1
-1378414534    1508574857    0
-1378414534    -1378414534    1
-288630981    -1222881432    0
-288630981    -288630981    1
-1297945032    1507254583    0
-1297945032    -1297945032    1
600207571    786137533    0
600207571    600207571    1
-1846449766    -686134465    0
-1846449766    -1846449766    1
-779392159    42080389    0
-779392159    -779392159    1
694799621    688735675    0
694799621    694799621    1
1843795838    833556069    0
1843795838    1843795838    1
-110987092    759221082    0
-110987092    -110987092    1
-648307227    1874081586    0
-648307227    -648307227    1
-1713731341    -178491238    0
-1713731341    -1713731341    1
-1588011330    1366797286    0
-1588011330    -1588011330    1
-1629187491    1873685214    0
-1629187491    -1629187491    1
-1527211864    596415042    0
-1527211864    -1527211864    1
1738647494    -538655800    0
1738647494    1738647494    1
1815838596    29509223    0
1815838596    1815838596    1
1111837278    -547221944    0
1111837278    1111837278    1
-1207389915    -1021206479    0
-1207389915    -1207389915    1
-278258511    -708208285    0
-278258511    -278258511    1
-2139486716    802990265    0
-2139486716    -2139486716    1
2031062505    656827504    0
2031062505    2031062505    1
2027430984    1692618382    0
2027430984    2027430984    1
-1417386983    -1645763305    0
-1417386983    -1417386983    1
828038757    -1696496706    0
828038757    828038757    1
-804274707    1798417841    0
-804274707    -804274707    1
-149245773    -989227150    0
-149245773    -149245773    1
84822222    -246972386    0
84822222    84822222    1
-1190139222    2115639012    0
-1190139222    -1190139222    1
599113712    -533406729    0
599113712    599113712    1
-1378660788    2012974645    0
-1378660788    -1378660788    1
1979912606    895046882    0
1979912606    1979912606    1
567955342    -1555268304    0
567955342    567955342    1
-582562116    -1899088700    0
-582562116    -582562116    1
-1773047013    -1606134989    0
-1773047013    -1773047013    1
-184148765    -1483121040    0
-184148765    -184148765    1
-1291780425    -1946126163    0
-1291780425    -1291780425    1
-210646176    -2087793078    0
-210646176    -210646176    1
-938185566    966667524    0
-938185566    -938185566    1
-1903669344    -158448714    0
-1903669344    -1903669344    1
1250541442    -1613147505    0
1250541442    1250541442    1
1968319792    1225247706    0
1968319792    1968319792    1
-280267453    2035587116    0
-280267453    -280267453    1
1474663672    1178208032    0
1474663672    1474663672    1
-988159147    -1035311310    0
-988159147    -988159147    1
415994333    -1343823400    0
415994333    415994333    1
1258829418    -1835005587    0
1258829418    1258829418    1
1295720145    -462084877    0
1295720145    1295720145    1
1904765618    2018855911    0
1904765618    1904765618    1
514779542    -439023180    0
514779542    514779542    1
123591637    -1494038035    0
123591637    123591637    1
1185904276    1874913953    0
1185904276    1185904276    1
281476926    1922429938    0
281476926    281476926    1
711358473    -980408299    0
711358473    711358473    1
1284751939    -2110886040    0
1284751939    1284751939    1
-588813857    514861482    0
-588813857    -588813857    1
879861389    54379408    0
879861389    879861389    1
-907397922    463856735    0
-907397922    -907397922    1
1800396547    -1924717260    0
1800396547    1800396547    1
380971377    691317121    0
380971377    380971377    1
-251155858    -181470160    0
-251155858    -251155858    1
-44431694    1401733548    0
-44431694    -44431694    1
1861466119    -986972246    0
1861466119    1861466119    1
1018073229    543180689    0
1018073229    1018073229    1
-1730934244    976447342    0
-1730934244    -1730934244    1
925875886    1138040914    0
925875886    925875886    1
-1239964235    -370084172    0
-1239964235    -1239964235    1
-168040482    975766981    0
-168040482    -168040482    1
-1454653162    -630643099    0
-1454653162    -1454653162    1
738241265    798839970    0
738241265    738241265    1
-1867948154    1296393295    0
-1867948154    -1867948154    1
-230519879    790039625    0
-230519879    -230519879    1
-804452977    20842582    0
-804452977    -804452977    1
696509981    -138907552    0
696509981    696509981    1
642005716    -450431333    0
642005716    642005716    1
377188322    993590357    0
377188322    377188322    1
-1321690727    1393455371    0
-1321690727    -1321690727    1
-1587903828    2036159203    0
-1587903828    -1587903828    1
-1062052185    1608144012    0
-1062052185    -1062052185    1
-1293888809    -1592039808    0
-1293888809    -1293888809    1
-1782964806    1034260369    0
-1782964806    -1782964806    1
-345413843    -790112230    0
-345413843    -345413843    1
-1666602620    26923277    0
-1666602620    -1666602620    1
2134820200    -693480181    0
2134820200    2134820200    1
-704008767    -1638056377    0
-704008767    -704008767    1
871472686    773505563    0
871472686    871472686    1
153813682    -1899370193    0
153813682    153813682    1
941109059    -1118284502    0
941109059    941109059    1
-1090979290    1507568703    0
-1090979290    -1090979290    1
-267303415    622943635    0
-267303415    -267303415    1
758387400    1415733773    0
758387400    758387400    1
332836421    1112980435    0
332836421    332836421    1
-329089783    1343211560    0
-329089783    -329089783    1
-1851499137    -1824843728    0
-1851499137    -1851499137    1
-231930303    -1902072511    0
-231930303    -231930303    1
814703520    1060331547    0
814703520    814703520    1
-24232204    1326333421    0
-24232204    -24232204    1
1487900739    760237045    0
1487900739    1487900739    1
-199599034    734458793    0
-199599034    -199599034    1
859552560    -410379129    0
859552560    859552560    1
-87058018    -1674554580    0
-87058018    -87058018    1
-144253185    -76611267    0
-144253185    -144253185    1
-418722701    -411202701    0
-418722701    -418722701    1
1986617341    899319196    0
1986617341    1986617341    1
-959563302    -685863221    0
-959563302    -959563302    1
-377891396    432139751    0
-377891396    -377891396    1
-1343128748    -164721194    0
-1343128748    -1343128748    1
391281151    1419072378    0
391281151    391281151    1
161370828    1902276024    0
161370828    161370828    1
197863746    1684580800    0
197863746    197863746    1
-1728917674    211111539    0
-1728917674    -1728917674    1
1035184408    -1293484001    0
1035184408    1035184408    1
1230045384    -1584229969    0
1230045384    1230045384    1
-1226911627    -1480490017    0
-1226911627    -1226911627    1
1846891398    19482691    0
1846891398    1846891398    1
1545106979    -1665858289    0
1545106979    1545106979    1
420093296    -2123486372    0
420093296    420093296    1
1532468901    -713232623    0
1532468901    1532468901    1
1788849146    1715177343    0
1788849146    1788849146    1
887832805    -1143057483    0
887832805    887832805    1
1759829133    -1515342527    0
1759829133    1759829133    1
1341155948    -1553776978    0
1341155948    1341155948    1
-1550801069    977439653    0
-1550801069    -1550801069    1
1257791148    -1837716510    0
1257791148    1257791148    1
691000524    -507291076    0
691000524    691000524    1
-1852420415    1211265834    0
-1852420415    -1852420415    1
2123441208    -531813714    0
2123441208    2123441208    1
1065784624    -1424768800    0
1065784624    1065784624    1
-1363123886    -2038766230    0
-1363123886    -1363123886    1
1135586064    -1681944694    0
1135586064    1135586064    1
-1564896893    -1522118259    0
-1564896893    -1564896893    1
-902791139    -2084321209    0
-902791139    -902791139    1
851336380    -521132461    0
851336380    851336380    1
1219335288    690877488    0
1219335288    1219335288    1
758479928    -1764528920    0
758479928    758479928    1
-1971544503    2143709086    0
-1971544503    -1971544503    1
-1893128632    -1266806248    0
-1893128632    -1893128632    1
-160047378    -1879611020    0
-160047378    -160047378    1
31115630    309105868    0
31115630    31115630    1
31199373    1289546570    0
31199373    31199373    1
1259035873    -1374913902    0
1259035873    1259035873    1
-1979948083    -662660152    0
-1979948083    -1979948083    1
1969736291    1493952186    0
1969736291    1969736291    1
1307715326    -1777442539    0
1307715326    1307715326    1
1862891789    129160829    0
1862891789    1862891789    1
1926012733    602078947    0
1926012733    1926012733    1
247272728    1511674626    0
247272728    247272728    1
-168979508    -1332486495    0
-168979508    -168979508    1
-1620709647    155126847    0
-1620709647    -1620709647    1
1429624890    -130366283    0
1429624890    1429624890    1
-1834116155    -712486484    0
-1834116155    -1834116155    1
-165030893    -95350843    0
-165030893    -165030893    1
160151051    529680978    0
160151051    160151051    1
649596156    -722348347    0
649596156    649596156    1
-796502595    -511546514    0
-796502595    -796502595    1
1342029892    1631178307    0
1342029892    1342029892    1
-2102819527    -411361155    0
-2102819527    -2102819527    1
1215072270    -1616038171    0
1215072270    1215072270    1
-2083404220    1454532825    0
-2083404220    -2083404220    1
-1510451765    -2134007077    0
-1510451765    -1510451765    1
-1928652121    -1982207840    0
-1928652121    -1928652121    1
976332623    106214183    0
976332623    976332623    1
1062654877    -659065333    0
1062654877    1062654877    1
-13994073    -1268825049    0
-13994073    -13994073    1
-775123569    774251947    0
-775123569    -775123569    1
-1432010286    -827657145    0
-1432010286    -1432010286    1
-1200994743    -1315641739    0
-1200994743    -1200994743    1
1415709055    351293494    0
1415709055    1415709055    1
-941318296    -547578526    0
-941318296    -941318296    1
1064507366    -2143786040    0
1064507366    1064507366    1
1538537813    1138393283    0
1538537813    1538537813    1
-360123491    -1669325790    0
-360123491    -360123491    1
-620296507    -625965371    0
-620296507    -620296507    1
-1755227250    -262466315    0
-1755227250    -1755227250    1
-843525156    -404191068    0
-843525156    -843525156    1
1033706852    -398695684    0
1033706852    1033706852    1
-945976518    11941546    0
-945976518    -945976518    1
-1600331830    1000727578    0
-1600331830    -1600331830    1
919025525    49204502    0
919025525    919025525    1
1194954684    301570884    0
1194954684    1194954684    1
1521610802    -1253300695    0
1521610802    1521610802    1
158709727    -1244098890    0
158709727    158709727    1
514455314    -1247433078    0
514455314    514455314    1
135089720    -1012889989    0
135089720    135089720    1
-841727767    -1803852756    0
-841727767    -841727767    1
579072324    1271937302    0
579072324    579072324    1
-1622650473    -1755007115    0
-1622650473    -1622650473    1
990236256    -512066179    0
990236256    990236256    1
-1480103092    -1641648205    0
-1480103092    -1480103092    1
1847006682    -1741844572    0
1847006682    1847006682    1
-1178930093    -60978053    0
-1178930093    -1178930093    1
1087738195    1147371607    0
1087738195    1087738195    1
-1461221243    1168441104    0
-1461221243    -1461221243    1
-1070608343    -1750327828    0
-1070608343    -1070608343    1
1044556071    43485653    0
1044556071    1044556071    1
-1076991561    1176047712    0
-1076991561    -1076991561    1
-929526910    -206446539    0
-929526910    -929526910    1
242350523    -183091181    0
242350523    242350523    1
-1956385714    -1650999116    0
-1956385714    -1956385714    1
1866315027    -2033611954    0
1866315027    1866315027    1
1074163073    -1000126232    0
1074163073    1074163073    1
-1523009284    -292357680    0
-1523009284    -1523009284    1
-1608834998    1730008346    0
-1608834998    -1608834998    1
-1630388370    -872939161    0
-1630388370    -1630388370    1
135458855    -1368458488    0
135458855    135458855    1
422358662    -701873333    0
422358662    422358662    1
-23538220    -1968642392    0
-23538220    -23538220    1
-281623802    -1594759732    0
-281623802    -281623802    1
-1901543273    163965009    0
-1901543273    -1901543273    1
836445211    -1157782671    0
836445211    836445211    1
780004193    2118566250    0
780004193    780004193    1
-824169723    477088600    0
-824169723    -824169723    1
-1101216459    972522802    0
-1101216459    -1101216459    1
-1773151046    1046017078    0
-1773151046    -1773151046    1
-1436666951    1084527197    0
-1436666951    -1436666951    1
-235017232    1846028170    0
-235017232    -235017232    1
2098165353    323135819    0
2098165353    2098165353    1
-70503707    1096361042    0
-70503707    -70503707    1
1727488524    1972521035    0
1727488524    1727488524    1
609992185    178560068    0
609992185    609992185    1
-374761825    1120081916    0
-374761825    -374761825    1
-1983327543    188612200    0
-1983327543    -1983327543    1
292630538    -1950221493    0
292630538    292630538    1
420344510    238304677    0
420344510    420344510    1
1877343672    -694055619    0
1877343672    1877343672    1
-557942992    -1332117142    0
-557942992    -557942992    1
1018572856    215700978    0
1018572856    1018572856    1
1539353930    1863079729    0
1539353930    1539353930    1
-638532214    2101323218    0
-638532214    -638532214    1
-2111614183    -684229496    0
-2111614183    -2111614183    1
-135353605    -1564976106    0
-135353605    -135353605    1
781032463    -947842029    0
781032463    781032463    1
-1686727947    -74409701    0
-1686727947    -1686727947    1
1872276676    -560235553    0
1872276676    1872276676    1
1349382161    1496461924    0
1349382161    1349382161    1
-1302559382    -1016276579    0
-1302559382    -1302559382    1
374199651    -1859212356    0
374199651    374199651    1
433989428    653394411    0
433989428    433989428    1
1362416511    -1323445115    0
1362416511    1362416511    1
-47890949    150463188    0
-47890949    -47890949    1
-827930203    89221146    0
-827930203    -827930203    1
-13484806    388859278    0
-13484806    -13484806    1
-776812542    -181159779    0
-776812542    -776812542    1
20050176    -662023221    0
20050176    20050176    1
-713127374    -760533394    0
-713127374    -713127374    1
1168194145    1481469959    0
1168194145    1168194145    1
147047506    2008553254    0
147047506    147047506    1
-9679108    -1653466889    0
-9679108    -9679108    1
1124571809    1241018461    0
1124571809    1124571809    1
-1117574307    -74733037    0
-1117574307    -1117574307    1
-146314729    -1819792288    0
-146314729    -146314729    1
1428102390    -84288565    0
1428102390    1428102390    1
378373467    -831366460    0
378373467    378373467    1
200056392    1941648201    0
200056392    200056392    1
541162438    707338890    0
541162438    541162438    1
1409752840    243443043    0
1409752840    1409752840    1
-624566629    -1841076276    0
-624566629    -624566629    1
538352677    -1865924007    0
538352677    538352677    1
-249899996    1052396156    0
-249899996    -249899996    1
-1563070955    -876689867    0
-1563070955    -1563070955    1
-177258649    -784401185    0
-177258649    -177258649    1
-657980654    1511461314    0
-657980654    -657980654    1
493743419    -584835871    0
493743419    493743419    1
-381633994    -998574021    0
-381633994    -381633994    1
247247516    -1459010403    0
247247516    247247516    1
370058262    -459934982    0
370058262    370058262    1
-1139344138    963101416    0
-1139344138    -1139344138    1
-1126377085    1131060908    0
-1126377085    -1126377085    1
-836785842    1012609579    0
-836785842    -836785842    1
-1388451305    1286650208    0
-1388451305    -1388451305    1
-111992965    877761534    0
-111992965    -111992965    1
1605932761    -309007915    0
1605932761    1605932761    1
1496046621    -1126436408    0
1496046621    1496046621    1
1802785287    -598410845    0
1802785287    1802785287    1
228393596    1762624230    0
228393596    228393596    1
-1871113600    -516693602    0
-1871113600    -1871113600    1
-710639459    273498616    0
-710639459    -710639459    1
1545656072    1128095908    0
1545656072    1545656072    1
2062460930    -1411706480    0
2062460930    2062460930    1
504727833    -1795556353    0
504727833    504727833    1
1890119398    -1267951829    0
1890119398    1890119398    1
2124112136    1328108277    0
2124112136    2124112136    1
1899627406    -1265915802    0
1899627406    1899627406    1
1765346553    -1546900748    0
1765346553    1765346553    1
-1558256200    537680791    0
-1558256200    -1558256200    1
1546505795    95411921    0
1546505795    1546505795    1
-204810013    152816696    0
-204810013    -204810013    1
1268255726    475606157    0
1268255726    1268255726    1
-1993875884    1775438288    0
-1993875884    -1993875884    1
597907238    -1124474800    0
597907238    597907238    1
1464980534    -1912856573    0
1464980534    1464980534    1
1709185114    -393700887    0
1709185114    1709185114    1
541044058    -1397113112    0
541044058    541044058    1
-1630117647    -2026268879    0
-1630117647    -1630117647    1
476618031    999425010    0
476618031    476618031    1
-596226901    -1675141377    0
-596226901    -596226901    1
1214445196    -1169849271    0
1214445196    1214445196    1
1814096821    444031410    0
1814096821    1814096821    1
134382910    -1294120614    0
134382910    134382910    1
-502770746    -1258647504    0
-502770746    -502770746    1
-1913285706    2135392848    0
-1913285706    -1913285706    1
504668975    -360298924    0
504668975    504668975    1
436847451    -668160698    0
436847451    436847451    1
-1567809046    937407619    0
-1567809046    -1567809046    1
-642241372    586004747    0
-642241372    -642241372    1
1704945313    1858127660    0
1704945313    1704945313    1
1169231604    -1012841910    0
1169231604    1169231604    1
-969355134    522403700    0
-969355134    -969355134    1
-493865973    -479418884    0
-493865973    -493865973    1
1301367596    1668178592    0
1301367596    1301367596    1
-299583481    748466255    0
-299583481    -299583481    1
-810075281    -944282060    0
-810075281    -810075281    1
1226061917    900901867    0
1226061917    1226061917    1
-2063301487    -1523127458    0
-2063301487    -2063301487    1
-588904432    1530344302    0
-588904432    -588904432    1
960018271    -904650660    0
960018271    960018271    1
1485857836    1557777786    0
1485857836    1485857836    1
-802219979    -1499426513    0
-802219979    -802219979    1
-626314811    1152096086    0
-626314811    -626314811    1
-459813692    1652125349    0
-459813692    -459813692    1
-226022918    1431875067    0
-226022918    -226022918    1
1384889013    -2053509353    0
1384889013    1384889013    1
-756889349    1897222008    0
-756889349    -756889349    1
-1267719844    -193238956    0
-1267719844    -1267719844    1
-1837838291    1552330790    0
-1837838291    -1837838291    1
1197824220    -1059062279    0
1197824220    1197824220    1
486662830    -297458175    0
486662830    486662830    1
1152376236    -984173330    0
1152376236    1152376236    1
-130466559    -2125207221    0
-130466559    -130466559    1
-1290266090    -1754733823    0
-1290266090    -1290266090    1
515687458    2088293092    0
515687458    515687458    1
941752532    -742827867    0
941752532    941752532    1
-1588650098    1836354805    0
-1588650098    -1588650098    1
-1688278201    -868645983    0
-1688278201    -1688278201    1
545162751    -1686745636    0
545162751    545162751    1
-562792500    -111314122    0
-562792500    -562792500    1
-1324020393    -1637239158    0
-1324020393    -1324020393    1
-683676353    251642382    0
-683676353    -683676353    1
-936319596    -48549643    0
-936319596    -936319596    1
359435272    -811487712    0
359435272    359435272    1
1687789392    -1047595324    0
1687789392    1687789392    1
421225386    -53600861    0
421225386    421225386    1
-839947641    -512160653    0
-839947641    -839947641    1
167450213    -2034599657    0
167450213    167450213    1
616871353    1725528015    0
616871353    616871353    1
-691730203    1027292188    0
-691730203    -691730203    1
-886979848    1800189792    0
-886979848    -886979848    1
655695348    -753917242    0
655695348    655695348    1
652667826    -1445301147    0
652667826    652667826    1
-348276493    -1255281257    0
-348276493    -348276493    1
-1477151852    809743328    0
-1477151852    -1477151852    1
1430314746    147697721    0
1430314746    1430314746    1
2081041004    1785814017    0
2081041004    2081041004    1
-163546145    -818683951    0
-163546145    -163546145    1
-2117082752    202407179    0
-2117082752    -2117082752    1
-687720816    764075475    0
-687720816    -687720816    1
-905413150    -318409820    0
-905413150    -905413150    1
521191779    -1850192311    0
521191779    521191779    1
-1536416525    -1843064387    0
-1536416525    -1536416525    1
-689813980    702349894    0
-689813980    -689813980    1
-504661096    -1479492303    0
-504661096    -504661096    1
-1275161504    -2090450057    0
-1275161504    -1275161504    1
-262210999    1212368584    0
-262210999    -262210999    1
-1187310333    805057073    0
-1187310333    -1187310333    1
1198669563    80480867    0
1198669563    1198669563    1
-851584701    856484015    0
-851584701    -851584701    1
937436313    -1777096153    0
937436313    937436313    1
-586248940    1314985839    0
-586248940    -586248940    1
865227685    -1395088364    0
865227685    865227685    1
-1679540684    -2144425851    0
-1679540684    -1679540684    1
-2035680232    988037731    0
-2035680232    -2035680232    1
295131413    -55543343    0
295131413    295131413    1
-1504700669    775227488    0
-1504700669    -1504700669    1
240226765    -474671702    0
240226765    240226765    1
-2083109757    -783680569    0
-2083109757    -2083109757    1
420402525    68495998    0
420402525    420402525    1
-218068586    463418372    0
-218068586    -218068586    1
1570982949    -193446457    0
1570982949    1570982949    1
1417927224    759551066    0
1417927224    1417927224    1
-20994487    990866942    0
-20994487    -20994487    1
-357621250    -457770615    0
-357621250    -357621250    1
787350514    1567657256    0
787350514    787350514    1
211156141    -595340902    0
211156141    211156141    1
-946430228    1898635517    0
-946430228    -946430228    1
1997916930    -1410511684    0
1997916930    1997916930    1
-1643172285    -688982386    0
-1643172285    -1643172285    1
1460698192    -991333706    0
1460698192    1460698192    1
155941755    -1372926757    0
155941755    155941755    1
-81010078    1357059433    0
-81010078    -81010078    1
121722709    1160133518    0
121722709    121722709    1
-1376653389    -598457958    0
-1376653389    -1376653389    1
-564737510    -2135061633    0
-564737510    -564737510    1
-918052296    728192415    0
-918052296    -918052296    1
692370755    1044043247    0
692370755    692370755    1
-2017362621    2143313642    0
-2017362621    -2017362621    1
-1013767229    1431349171    0
-1013767229    -1013767229    1
467458212    2020275025    0
467458212    467458212    1
1658206230    1302796037    0
1658206230    1658206230    1
-503295338    1003667630    0
-503295338    -503295338    1
-1585470853    704779244    0
-1585470853    -1585470853    1
-1415735473    721979884    0
-1415735473    -1415735473    1
2019666582    1713612413    0
2019666582    2019666582    1
568527914    1141091914    0
568527914    568527914    1
-473508264    1149241440    0
-473508264    -473508264    1
1919659606    -564433341    0
1919659606    1919659606    1
-942354472    -1900474924    0
-942354472    -942354472    1
-1503114180    1685313761    0
-1503114180    -1503114180    1
687750012    -1568317167    0
687750012    687750012    1
1449432759    -240502506    0
1449432759    1449432759    1
-1858003885    1645112923    0
-1858003885    -1858003885    1
1919454355    257018996    0
1919454355    1919454355    1
53618594    -1329232017    0
53618594    53618594    1
1774698176    147052061    0
1774698176    1774698176    1
1703243045    49318311    0
1703243045    1703243045    1
-792455979    252307205    0
-792455979    -792455979    1
1760890616    1941017382    0
1760890616    1760890616    1
1260468153    506308040    0
1260468153    1260468153    1
535336989    7882489    0
535336989    535336989    1
-254712053    -345486902    0
-254712053    -254712053    1
1304548984    -1556273196    0
1304548984    1304548984    1
-1785522186    -1681304736    0
-1785522186    -1785522186    1
-1758643371    10070657    0
-1758643371    -1758643371    1
-1719898239    535802280    0
-1719898239    -1719898239    1
-1643920324    -608060726    0
-1643920324    -1643920324    1
1695732499    -1807787299    0
1695732499    1695732499    1
1035562367    -1269447182    0
1035562367    1035562367    1
293117996    -67265497    0
293117996    293117996    1
707206215    -1906275691    0
707206215    707206215    1
40072230    -716724385    0
40072230    40072230    1
982873524    -1957872877    0
982873524    982873524    1
-1611689207    -1506504335    0
-1611689207    -1611689207    1
-106051872    1617559062    0
-106051872    -106051872    1
-141321952    -832282696    0
-141321952    -141321952    1
-112192869    1146122171    0
-112192869    -112192869    1
-1769443421    -469106297    0
-1769443421    -1769443421    1
-834581023    2079249046    0
-834581023    -834581023    1
-712443911    267225045    0
-712443911    -712443911    1
-272045641    -1024616141    0
-272045641    -272045641    1
1082516036    990035508    0
1082516036    1082516036    1
-1545502499    500365211    0
-1545502499    -1545502499    1
671080665    1466773562    0
671080665    671080665    1
-1356244672    649737483    0
-1356244672    -1356244672    1
839862232    547261476    0
839862232    839862232    1
1307964397    2055361651    0
1307964397    1307964397    1
-1076973946    -1903403978    0
-1076973946    -1076973946    1
-1819448491    -497283372    0
-1819448491    -1819448491    1
-406604274    261761395    0
-406604274    -406604274    1
1967044453    -1539491076    0
1967044453    1967044453    1
1239753836    922463067    0
1239753836    1239753836    1
-695468543    -873516704    0
-695468543    -695468543    1
-1485334543    618127099    0
-1485334543    -1485334543    1
-205141180    86819833    0
-205141180    -205141180    1
-2018496489    -737148955    0
-2018496489    -2018496489    1
567422738    1862037438    0
567422738    567422738    1
-1955212939    -1832201867    0
-1955212939    -1955212939    1
-1311484190    1542899037    0
-1311484190    -1311484190    1
-1075452921    -2131009599    0
-1075452921    -1075452921    1
-2014898654    2096428258    0
-2014898654    -2014898654    1
-1334194326    1343544730    0
-1334194326    -1334194326    1
-1639449717    2141946820    0
-1639449717    -1639449717    1
-884454119    -1066172587    0
-884454119    -884454119    1
393198761    845713587    0
393198761    393198761    1
67704530    -506034242    0
67704530    67704530    1
351617951    -1169744024    0
351617951    351617951    1
1553920445    -2057358100    0
1553920445    1553920445    1
1791607694    -1604350685    0
1791607694    1791607694    1
-226515245    -1239133138    0
-226515245    -226515245    1
-2072925362    1197958436    0
-2072925362    -2072925362    1
-482684841    2017208322    0
-482684841    -482684841    1
-774496248    920168239    0
-774496248    -774496248    1
1155144436    -1699945902    0
1155144436    1155144436    1
-349262585    -1589023166    0
-349262585    -349262585    1
-221287485    1408763395    0
-221287485    -221287485    1
-2115648916    -1366385710    0
-2115648916    -2115648916    1
956864476    763177957    0
956864476    956864476    1
-797293076    1436284522    0
-797293076    -797293076    1
571120865    -370188729    0
571120865    571120865    1
-1054412199    -1539108866    0
-1054412199    -1054412199    1
1951866983    -1431152419    0
1951866983    1951866983    1
1131325023    1550979175    0
1131325023    1131325023    1
-859371430    -1039873971    0
-859371430    -859371430    1
1375277231    825908580    0
1375277231    1375277231    1
-1817328387    -300329297    0
-1817328387    -1817328387    1
583162897    -196680528    0
583162897    583162897    1
-275804116    421695152    0
-275804116    -275804116    1
-1544030250    -2114241628    0
-1544030250    -1544030250    1
1848311576    -1829035862    0
1848311576    1848311576    1
-1466198331    651255359    0
-1466198331    -1466198331    1
-735647408    -1952676545    0
-735647408    -735647408    1
418484856    -1978675127    0
418484856    418484856    1
344890314    2053649335    0
344890314    344890314    1
-1881106896    -1752560578    0
-1881106896    -1881106896    1
964385177    -2115761496    0
964385177    964385177    1
-1145281610    -1709072501    0
-1145281610    -1145281610    1
-816443673    -393565864    0
-816443673    -816443673    1
17301178    -2102999974    0
17301178    17301178    1
-2024137199    -1386348617    0
-2024137199    -2024137199    1
-606665462    -594709416    0
-606665462    -606665462    1
-569613129    744038917    0
-569613129    -569613129    1
1882709634    1329117220    0
1882709634    1882709634    1
-475340728    -1888303606    0
-475340728    -475340728    1
-1512229241    -371258077    0
-1512229241    -1512229241    1
622179374    -1213921712    0
622179374    622179374    1
-1563991414    -1548596068    0
-1563991414    -1563991414    1
154273639    -527910610    0
154273639    154273639    1
-780549910    1932408776    0
-780549910    -780549910    1
-1487238752    -604677543    0
-1487238752    -1487238752    1
-1262476090    731820092    0
-1262476090    -1262476090    1
864872346    1630727096    0
864872346    864872346    1
-1541400357    -746447427    0
-1541400357    -1541400357    1
-559798849    2111525096    0
-559798849    -559798849    1
680489985    798583876    0
680489985    680489985    1
-1578926083    -653179281    0
-1578926083    -1578926083    1
-1759181508    -2122885431    0
-1759181508    -1759181508    1
-1834170134    -164132470    0
-1834170134    -1834170134    1
1771810531    820068091    0
1771810531    1771810531    1
-1150323350    -2017265363    0
-1150323350    -1150323350    1
-45026418    -895194875    0
